wl	n
3.69822	1.40219
3.70370	1.40202
3.70920	1.40185
3.71471	1.40168
3.72024	1.40151
3.72578	1.40134
3.73134	1.40117
3.73692	1.40100
3.74251	1.40082
3.74813	1.40065
3.75375	1.40047
3.75940	1.40029
3.76506	1.40012
3.77074	1.39994
3.77644	1.39976
3.78215	1.39958
3.78788	1.39939
3.79363	1.39921
3.79939	1.39903
3.80518	1.39884
3.81098	1.39865
3.81679	1.39847
3.82263	1.39828
3.82848	1.39809
3.83436	1.39790
3.84025	1.39771
3.84615	1.39751
3.85208	1.39732
3.85802	1.39713
3.86399	1.39693
3.86997	1.39673
3.87597	1.39653
3.88199	1.39633
3.88802	1.39613
3.89408	1.39593
3.90016	1.39573
3.90625	1.39552
3.91236	1.39532
3.91850	1.39511
3.92465	1.39490
3.93082	1.39469
3.93701	1.39448
3.94322	1.39427
3.94945	1.39406
3.95570	1.39384
3.96197	1.39363
3.96825	1.39341
3.97456	1.39319
3.98089	1.39297
3.98724	1.39275
3.99361	1.39253
4.00000	1.39231
4.00641	1.39208
4.01284	1.39186
4.01929	1.39163
4.02576	1.39140
4.03226	1.39117
4.03877	1.39094
4.04531	1.39070
4.05186	1.39047
4.05844	1.39023
4.06504	1.38999
4.07166	1.38975
4.07830	1.38951
4.08497	1.38927
4.09165	1.38903
4.09836	1.38878
4.10509	1.38853
4.11184	1.38828
4.11862	1.38803
4.12541	1.38778
4.13223	1.38753
4.13907	1.38727
4.14594	1.38702
4.15282	1.38676
4.15973	1.38650
4.16667	1.38623
4.17362	1.38597
4.18060	1.38571
4.18760	1.38544
4.19463	1.38517
4.20168	1.38490
4.20875	1.38463
4.21585	1.38435
4.22297	1.38408
4.23012	1.38380
4.23729	1.38352
4.24448	1.38324
4.25170	1.38295
4.25894	1.38267
4.26621	1.38238
4.27350	1.38209
4.28082	1.38180
4.28816	1.38150
4.29553	1.38121
4.30293	1.38091
4.31034	1.38061
4.31779	1.38031
4.32526	1.38000
4.33276	1.37970
4.34028	1.37939
4.34783	1.37908
4.35540	1.37877
4.36300	1.37845
4.37063	1.37813
4.37828	1.37782
4.38596	1.37749
4.39367	1.37717
4.40141	1.37684
4.40917	1.37651
4.41696	1.37618
4.42478	1.37585
4.43262	1.37551
4.44050	1.37518
4.44840	1.37484
4.45633	1.37449
4.46429	1.37415
4.47227	1.37380
4.48029	1.37345
4.48833	1.37309
4.49640	1.37274
4.50450	1.37238
4.51264	1.37202
4.52080	1.37165
4.52899	1.37129
4.53721	1.37092
4.54545	1.37054
4.55373	1.37017
4.56204	1.36979
4.57038	1.36941
4.57875	1.36902
4.58716	1.36864
4.59559	1.36825
4.60405	1.36785
4.61255	1.36746
4.62107	1.36706
4.62963	1.36665
4.63822	1.36625
4.64684	1.36584
4.65549	1.36543
4.66418	1.36501
4.67290	1.36459
4.68165	1.36417
4.69043	1.36374
4.69925	1.36331
4.70810	1.36288
4.71698	1.36245
4.72590	1.36201
4.73485	1.36156
4.74383	1.36112
4.75285	1.36066
4.76190	1.36021
4.77099	1.35975
4.78011	1.35929
4.78927	1.35882
4.79846	1.35835
4.80769	1.35788
4.81696	1.35740
4.82625	1.35692
4.83559	1.35643
4.84496	1.35594
4.85437	1.35545
4.86381	1.35495
4.87329	1.35445
4.88281	1.35394
4.89237	1.35343
4.90196	1.35291
4.91159	1.35239
4.92126	1.35186
4.93097	1.35133
4.94071	1.35080
4.95050	1.35026
4.96032	1.34971
4.97018	1.34916
4.98008	1.34861
4.99002	1.34805
5.00000	1.34748
5.01002	1.34691
5.02008	1.34633
5.03018	1.34575
5.04032	1.34517
5.05051	1.34457
5.06073	1.34398
5.07099	1.34337
5.08130	1.34276
5.09165	1.34215
5.10204	1.34153
5.11247	1.34090
5.12295	1.34027
5.13347	1.33963
5.14403	1.33899
5.15464	1.33833
5.16529	1.33768
5.17598	1.33701
5.18672	1.33634
5.19751	1.33566
5.20833	1.33498
5.21921	1.33429
5.23013	1.33359
5.24109	1.33288
5.25210	1.33217
5.26316	1.33145
5.27426	1.33072
5.28541	1.32999
5.29661	1.32924
5.30786	1.32849
5.31915	1.32774
5.33049	1.32697
5.34188	1.32619
5.35332	1.32541
5.36481	1.32462
5.37634	1.32382
5.38793	1.32301
5.39957	1.32219
5.41126	1.32137
5.42299	1.32053
5.43478	1.31969
5.44662	1.31883
5.45852	1.31797
5.47046	1.31710
5.48246	1.31621
5.49451	1.31532
5.50661	1.31442
5.51876	1.31350
5.53097	1.31258
5.54324	1.31164
5.55556	1.31069
5.56793	1.30974
5.58036	1.30877
5.59284	1.30779
5.60538	1.30679
5.61798	1.30579
5.63063	1.30477
5.64334	1.30374
5.65611	1.30270
5.66893	1.30165
5.68182	1.30058
5.69476	1.29950
5.70776	1.29840
5.72082	1.29730
5.73394	1.29617
5.74713	1.29504
5.76037	1.29388
5.77367	1.29272
5.78704	1.29154
5.80046	1.29034
5.81395	1.28912
5.82751	1.28789
5.84112	1.28665
5.85480	1.28538
5.86854	1.28410
5.88235	1.28281
5.89623	1.28149
5.91017	1.28016
5.92417	1.27880
5.93824	1.27743
5.95238	1.27604
5.96659	1.27463
5.98086	1.27319
5.99520	1.27174
6.00962	1.27027
6.02410	1.26877
6.03865	1.26725
6.05327	1.26571
6.06796	1.26415
6.08273	1.26256
6.09756	1.26095
6.11247	1.25931
6.12745	1.25764
6.14251	1.25595
6.15764	1.25424
6.17284	1.25249
6.18812	1.25072
6.20347	1.24892
6.21891	1.24709
6.23441	1.24523
6.25000	1.24334
6.26566	1.24141
6.28141	1.23946
6.29723	1.23747
6.31313	1.23544
6.32911	1.23338
6.34518	1.23128
6.36132	1.22915
6.37755	1.22698
6.39386	1.22476
6.41026	1.22251
6.42674	1.22022
6.44330	1.21788
6.45995	1.21549
6.47668	1.21307
6.49351	1.21059
6.51042	1.20807
6.52742	1.20549
6.54450	1.20286
6.56168	1.20019
6.57895	1.19745
6.59631	1.19466
6.61376	1.19181
6.63130	1.18890
6.64894	1.18593
6.66667	1.18289
6.68449	1.17978
6.70241	1.17661
6.72043	1.17336
6.73854	1.17004
6.75676	1.16664
6.77507	1.16316
6.79348	1.15960
6.81199	1.15595
6.83060	1.15221
6.84932	1.14838
6.86813	1.14445
6.88705	1.14042
6.90608	1.13628
6.92521	1.13204
6.94444	1.12767
6.96379	1.12319
6.98324	1.11858
7.00280	1.11384
7.02247	1.10896
7.04225	1.10394
7.06215	1.09877
7.08215	1.09343
7.10227	1.08793
7.12251	1.08225
7.14286	1.07639
7.16332	1.07032
7.18391	1.06406
7.20461	1.05757
7.22543	1.05085
7.24638	1.04388
7.26744	1.03665
7.28863	1.02913
7.30994	1.02132
7.33138	1.01319
7.35294	1.00472
7.37463	0.99589
7.39645	0.98666
7.41840	0.97700
7.44048	0.96689
7.46269	0.95629
7.48503	0.94515
7.50751	0.93343
7.53012	0.92108
7.55287	0.90804
7.57576	0.89424
7.59878	0.87963
7.62195	0.86413
7.64526	0.84764
7.66871	0.83010
7.69231	0.81140
7.71605	0.79147
7.73994	0.77021
7.76398	0.74758
7.78816	0.72356
7.81250	0.69819
7.83699	0.67163
7.86164	0.64421
7.88644	0.61646
7.91139	0.58921
7.93651	0.56351
7.96178	0.54054
7.98722	0.52132
8.01282	0.50638
8.03859	0.49564
8.06452	0.48860
8.09061	0.48459
8.11688	0.48309
8.14332	0.48386
8.16993	0.48688
8.19672	0.49223
8.22368	0.49989
8.25083	0.50958
8.27815	0.52066
8.30565	0.53216
8.33333	0.54295
8.36120	0.55206
8.38926	0.55888
8.41751	0.56333
8.44595	0.56586
8.47458	0.56717
8.50340	0.56782
8.53242	0.56761
8.56164	0.56528
8.59107	0.55926
8.62069	0.54901
8.65052	0.53562
8.68056	0.52092
8.71080	0.50643
8.74126	0.49305
8.77193	0.48134
8.80282	0.47204
8.83392	0.46639
8.86525	0.46637
8.89680	0.47462
8.92857	0.49418
8.96057	0.52817
8.99281	0.57931
9.02527	0.64924
9.05797	0.73752
9.09091	0.84093
9.12409	0.95412
9.15751	1.07250
9.19118	1.19557
9.22509	1.32733
9.25926	1.47188
9.29368	1.62714
9.32836	1.78426
9.36330	1.93544
9.39850	2.08084
9.43396	2.22394
9.46970	2.35725
9.50570	2.47376
9.54198	2.58280
9.57854	2.68488
9.61538	2.76898
9.65251	2.83031
9.68992	2.87413
9.72763	2.90744
9.76563	2.93182
9.80392	2.94379
9.84252	2.93983
9.88142	2.92035
9.92063	2.88951
9.96016	2.85225
10.00000	2.81180
10.04016	2.76904
10.08065	2.72354
10.12146	2.67490
10.16260	2.62348
10.20408	2.57040
10.24590	2.51707
10.28807	2.46479
10.33058	2.41454
10.37344	2.36687
10.41667	2.32206
10.46025	2.28013
10.50420	2.24098
10.54852	2.20442
10.59322	2.17023
10.63830	2.13818
10.68376	2.10805
10.72961	2.07964
10.77586	2.05275
10.82251	2.02724
10.86957	2.00296
10.91703	1.97980
10.96491	1.95769
11.01322	1.93656
11.06195	1.91640
11.11111	1.89719
11.16071	1.87896
11.21076	1.86174
11.26126	1.84556
11.31222	1.83045
11.36364	1.81640
11.41553	1.80341
11.46789	1.79143
11.52074	1.78044
11.57407	1.77039
11.62791	1.76132
11.68224	1.75327
11.73709	1.74636
11.79245	1.74074
11.84834	1.73652
11.90476	1.73378
11.96172	1.73248
12.01923	1.73247
12.07729	1.73352
12.13592	1.73537
12.19512	1.73783
12.25490	1.74082
12.31527	1.74439
12.37624	1.74866
12.43781	1.75367
12.50000	1.75930
12.56281	1.76517
12.62626	1.77085
12.69036	1.77610
12.75510	1.78091
12.82051	1.78543
12.88660	1.78975
12.95337	1.79390
13.02083	1.79774
13.08901	1.80107
13.15789	1.80364
13.22751	1.80528
13.29787	1.80591
13.36898	1.80555
13.44086	1.80433
13.51351	1.80239
13.58696	1.79987
13.66120	1.79685
13.73626	1.79339
13.81215	1.78948
13.88889	1.78507
13.96648	1.78013
14.04494	1.77462
14.12429	1.76854
14.20455	1.76192
14.28571	1.75483

