wl	k
3.69822	0.00027
3.70370	0.00027
3.70920	0.00027
3.71471	0.00027
3.72024	0.00027
3.72578	0.00027
3.73134	0.00027
3.73692	0.00028
3.74251	0.00028
3.74813	0.00028
3.75375	0.00028
3.75940	0.00028
3.76506	0.00028
3.77074	0.00028
3.77644	0.00029
3.78215	0.00029
3.78788	0.00029
3.79363	0.00029
3.79939	0.00029
3.80518	0.00029
3.81098	0.00029
3.81679	0.00030
3.82263	0.00030
3.82848	0.00030
3.83436	0.00030
3.84025	0.00030
3.84615	0.00030
3.85208	0.00031
3.85802	0.00031
3.86399	0.00031
3.86997	0.00031
3.87597	0.00031
3.88199	0.00031
3.88802	0.00031
3.89408	0.00032
3.90016	0.00032
3.90625	0.00032
3.91236	0.00032
3.91850	0.00032
3.92465	0.00032
3.93082	0.00033
3.93701	0.00033
3.94322	0.00033
3.94945	0.00033
3.95570	0.00033
3.96197	0.00034
3.96825	0.00034
3.97456	0.00034
3.98089	0.00034
3.98724	0.00034
3.99361	0.00034
4.00000	0.00035
4.00641	0.00035
4.01284	0.00035
4.01929	0.00035
4.02576	0.00035
4.03226	0.00036
4.03877	0.00036
4.04531	0.00036
4.05186	0.00036
4.05844	0.00036
4.06504	0.00037
4.07166	0.00037
4.07830	0.00037
4.08497	0.00037
4.09165	0.00037
4.09836	0.00038
4.10509	0.00038
4.11184	0.00038
4.11862	0.00038
4.12541	0.00038
4.13223	0.00039
4.13907	0.00039
4.14594	0.00039
4.15282	0.00039
4.15973	0.00039
4.16667	0.00040
4.17362	0.00040
4.18060	0.00040
4.18760	0.00040
4.19463	0.00041
4.20168	0.00041
4.20875	0.00041
4.21585	0.00041
4.22297	0.00042
4.23012	0.00042
4.23729	0.00042
4.24448	0.00042
4.25170	0.00043
4.25894	0.00043
4.26621	0.00043
4.27350	0.00043
4.28082	0.00044
4.28816	0.00044
4.29553	0.00044
4.30293	0.00044
4.31034	0.00045
4.31779	0.00045
4.32526	0.00045
4.33276	0.00045
4.34028	0.00046
4.34783	0.00046
4.35540	0.00046
4.36300	0.00047
4.37063	0.00047
4.37828	0.00047
4.38596	0.00047
4.39367	0.00048
4.40141	0.00048
4.40917	0.00048
4.41696	0.00049
4.42478	0.00049
4.43262	0.00049
4.44050	0.00049
4.44840	0.00050
4.45633	0.00050
4.46429	0.00050
4.47227	0.00051
4.48029	0.00051
4.48833	0.00051
4.49640	0.00052
4.50450	0.00052
4.51264	0.00052
4.52080	0.00053
4.52899	0.00053
4.53721	0.00053
4.54545	0.00054
4.55373	0.00054
4.56204	0.00054
4.57038	0.00055
4.57875	0.00055
4.58716	0.00055
4.59559	0.00056
4.60405	0.00056
4.61255	0.00057
4.62107	0.00057
4.62963	0.00057
4.63822	0.00058
4.64684	0.00058
4.65549	0.00058
4.66418	0.00059
4.67290	0.00059
4.68165	0.00060
4.69043	0.00060
4.69925	0.00060
4.70810	0.00061
4.71698	0.00061
4.72590	0.00062
4.73485	0.00062
4.74383	0.00062
4.75285	0.00063
4.76190	0.00063
4.77099	0.00064
4.78011	0.00064
4.78927	0.00065
4.79846	0.00065
4.80769	0.00066
4.81696	0.00066
4.82625	0.00067
4.83559	0.00067
4.84496	0.00067
4.85437	0.00068
4.86381	0.00068
4.87329	0.00069
4.88281	0.00069
4.89237	0.00070
4.90196	0.00070
4.91159	0.00071
4.92126	0.00071
4.93097	0.00072
4.94071	0.00073
4.95050	0.00073
4.96032	0.00074
4.97018	0.00074
4.98008	0.00075
4.99002	0.00075
5.00000	0.00076
5.01002	0.00076
5.02008	0.00077
5.03018	0.00078
5.04032	0.00078
5.05051	0.00079
5.06073	0.00079
5.07099	0.00080
5.08130	0.00081
5.09165	0.00081
5.10204	0.00082
5.11247	0.00082
5.12295	0.00083
5.13347	0.00084
5.14403	0.00084
5.15464	0.00085
5.16529	0.00086
5.17598	0.00086
5.18672	0.00087
5.19751	0.00088
5.20833	0.00089
5.21921	0.00089
5.23013	0.00090
5.24109	0.00091
5.25210	0.00091
5.26316	0.00092
5.27426	0.00093
5.28541	0.00094
5.29661	0.00095
5.30786	0.00095
5.31915	0.00096
5.33049	0.00097
5.34188	0.00098
5.35332	0.00099
5.36481	0.00099
5.37634	0.00100
5.38793	0.00101
5.39957	0.00102
5.41126	0.00103
5.42299	0.00104
5.43478	0.00105
5.44662	0.00106
5.45852	0.00107
5.47046	0.00108
5.48246	0.00109
5.49451	0.00110
5.50661	0.00111
5.51876	0.00112
5.53097	0.00113
5.54324	0.00114
5.55556	0.00115
5.56793	0.00116
5.58036	0.00117
5.59284	0.00118
5.60538	0.00119
5.61798	0.00120
5.63063	0.00121
5.64334	0.00122
5.65611	0.00124
5.66893	0.00125
5.68182	0.00126
5.69476	0.00127
5.70776	0.00129
5.72082	0.00130
5.73394	0.00131
5.74713	0.00132
5.76037	0.00134
5.77367	0.00135
5.78704	0.00137
5.80046	0.00138
5.81395	0.00139
5.82751	0.00141
5.84112	0.00142
5.85480	0.00144
5.86854	0.00145
5.88235	0.00147
5.89623	0.00149
5.91017	0.00150
5.92417	0.00152
5.93824	0.00153
5.95238	0.00155
5.96659	0.00157
5.98086	0.00159
5.99520	0.00160
6.00962	0.00162
6.02410	0.00164
6.03865	0.00166
6.05327	0.00168
6.06796	0.00170
6.08273	0.00172
6.09756	0.00174
6.11247	0.00176
6.12745	0.00178
6.14251	0.00181
6.15764	0.00183
6.17284	0.00185
6.18812	0.00187
6.20347	0.00190
6.21891	0.00192
6.23441	0.00195
6.25000	0.00197
6.26566	0.00200
6.28141	0.00203
6.29723	0.00205
6.31313	0.00208
6.32911	0.00211
6.34518	0.00214
6.36132	0.00217
6.37755	0.00220
6.39386	0.00223
6.41026	0.00227
6.42674	0.00230
6.44330	0.00233
6.45995	0.00237
6.47668	0.00241
6.49351	0.00244
6.51042	0.00248
6.52742	0.00252
6.54450	0.00256
6.56168	0.00261
6.57895	0.00265
6.59631	0.00269
6.61376	0.00274
6.63130	0.00279
6.64894	0.00284
6.66667	0.00289
6.68449	0.00295
6.70241	0.00300
6.72043	0.00306
6.73854	0.00312
6.75676	0.00318
6.77507	0.00325
6.79348	0.00331
6.81199	0.00339
6.83060	0.00346
6.84932	0.00354
6.86813	0.00362
6.88705	0.00370
6.90608	0.00379
6.92521	0.00389
6.94444	0.00398
6.96379	0.00409
6.98324	0.00420
7.00280	0.00432
7.02247	0.00444
7.04225	0.00457
7.06215	0.00471
7.08215	0.00486
7.10227	0.00502
7.12251	0.00520
7.14286	0.00538
7.16332	0.00558
7.18391	0.00580
7.20461	0.00603
7.22543	0.00629
7.24638	0.00657
7.26744	0.00688
7.28863	0.00722
7.30994	0.00759
7.33138	0.00800
7.35294	0.00846
7.37463	0.00898
7.39645	0.00956
7.41840	0.01022
7.44048	0.01096
7.46269	0.01181
7.48503	0.01278
7.50751	0.01390
7.53012	0.01520
7.55287	0.01672
7.57576	0.01849
7.59878	0.02058
7.62195	0.02307
7.64526	0.02603
7.66871	0.02959
7.69231	0.03388
7.71605	0.03908
7.73994	0.04543
7.76398	0.05319
7.78816	0.06272
7.81250	0.07443
7.83699	0.08881
7.86164	0.10639
7.88644	0.12770
7.91139	0.15315
7.93651	0.18289
7.96178	0.21658
7.98722	0.25340
8.01282	0.29212
8.03859	0.33153
8.06452	0.37072
8.09061	0.40924
8.11688	0.44699
8.14332	0.48403
8.16993	0.52033
8.19672	0.55563
8.22368	0.58946
8.25083	0.62120
8.27815	0.65024
8.30565	0.67628
8.33333	0.69945
8.36120	0.72038
8.38926	0.74006
8.41751	0.75958
8.44595	0.77980
8.47458	0.80107
8.50340	0.82306
8.53242	0.84504
8.56164	0.86671
8.59107	0.88913
8.62069	0.91466
8.65052	0.94547
8.68056	0.98260
8.71080	1.02616
8.74126	1.07603
8.77193	1.13242
8.80282	1.19597
8.83392	1.26754
8.86525	1.34784
8.89680	1.43703
8.92857	1.53432
8.96057	1.63780
8.99281	1.74424
9.02527	1.84907
9.05797	1.94684
9.09091	2.03267
9.12409	2.10448
9.15751	2.16419
9.19118	2.21577
9.22509	2.26057
9.25926	2.29387
9.29368	2.30736
9.32836	2.29703
9.36330	2.26706
9.39850	2.22350
9.43396	2.16431
9.46970	2.08460
9.50570	1.99475
9.54198	1.89944
9.57854	1.78965
9.61538	1.66503
9.65251	1.53603
9.68992	1.41089
9.72763	1.28965
9.76563	1.16820
9.80392	1.04494
9.84252	0.92326
9.88142	0.80887
9.92063	0.70568
9.96016	0.61411
10.00000	0.53217
10.04016	0.45759
10.08065	0.38927
10.12146	0.32737
10.16260	0.27266
10.20408	0.22569
10.24590	0.18645
10.28807	0.15438
10.33058	0.12857
10.37344	0.10802
10.41667	0.09175
10.46025	0.07893
10.50420	0.06886
10.54852	0.06100
10.59322	0.05492
10.63830	0.05029
10.68376	0.04686
10.72961	0.04446
10.77586	0.04296
10.82251	0.04228
10.86957	0.04236
10.91703	0.04317
10.96491	0.04471
11.01322	0.04696
11.06195	0.04995
11.11111	0.05366
11.16071	0.05809
11.21076	0.06320
11.26126	0.06894
11.31222	0.07525
11.36364	0.08204
11.41553	0.08924
11.46789	0.09678
11.52074	0.10464
11.57407	0.11281
11.62791	0.12133
11.68224	0.13019
11.73709	0.13940
11.79245	0.14885
11.84834	0.15839
11.90476	0.16778
11.96172	0.17672
12.01923	0.18498
12.07729	0.19237
12.13592	0.19887
12.19512	0.20453
12.25490	0.20949
12.31527	0.21381
12.37624	0.21746
12.43781	0.22019
12.50000	0.22171
12.56281	0.22183
12.62626	0.22064
12.69036	0.21842
12.75510	0.21548
12.82051	0.21195
12.88660	0.20780
12.95337	0.20292
13.02083	0.19719
13.08901	0.19056
13.15789	0.18315
13.22751	0.17513
13.29787	0.16676
13.36898	0.15829
13.44086	0.14989
13.51351	0.14169
13.58696	0.13369
13.66120	0.12588
13.73626	0.11821
13.81215	0.11065
13.88889	0.10319
13.96648	0.09586
14.04494	0.08873
14.12429	0.08189
14.20455	0.07544
14.28571	0.06946
